MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s),category
MGI:4439763,Ighv7-4,immunoglobulin heavy variable 7-4,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:3647474,Ighv8-2,immunoglobulin heavy variable V8-2,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:3646040,Ighv8-4,immunoglobulin heavy variable V8-4,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:3645478,Ighv8-5,immunoglobulin heavy variable V8-5,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:3645823,Ighv8-6,immunoglobulin heavy variable V8-6,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:3815333,Ighv8-8,immunoglobulin heavy variable 8-8,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:3644475,Ighv8-9,immunoglobulin heavy variable V8-9,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:3644925,Ighv8-11,immunoglobulin heavy variable V8-11,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:3642873,Ighv8-12,immunoglobulin heavy variable V8-12,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:4439734,Ighv8-13,immunoglobulin heavy variable 8-13,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:4439911,Ighv9-1,immunoglobulin heavy variable 9-1,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:3643816,Ighv9-2,immunoglobulin heavy variable V9-2,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:3642720,Ighv9-3,immunoglobulin heavy variable V9-3,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:3646379,Ighv9-4,immunoglobulin heavy variable 9-4,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:4439620,Ighv10-1,immunoglobulin heavy variable 10-1,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:3648785,Ighv10-3,immunoglobulin heavy variable V10-3,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:4439535,Ighv11-1,immunoglobulin heavy variable 11-1,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:4947968,Ighv11-2,immunoglobulin heavy variable V11-2,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:3646760,Ighv12-3,immunoglobulin heavy variable V12-3,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:4439855,Ighv13-1,immunoglobulin heavy variable 13-1,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:3705861,Ighv13-2,immunoglobulin heavy variable 13-2,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:4439920,Ighv14-1,immunoglobulin heavy variable 14-1,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:4439607,Ighv14-2,immunoglobulin heavy variable 14-2,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:4439764,Ighv14-3,immunoglobulin heavy variable V14-3,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:4439765,Ighv14-4,immunoglobulin heavy variable 14-4,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:4947963,Ighv15-2,immunoglobulin heavy variable V15-2,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:3643819,Ighv16-1,immunoglobulin heavy variable 16-1,12,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:96495,Igkc,immunoglobulin kappa constant,6,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:99546,Iglc1,immunoglobulin lambda constant 1,16,,external side of plasma membrane,,,IDA,,J:94881 ,external side of plasma membrane
MGI:99547,Iglc2,immunoglobulin lambda constant 2,16,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:99886,Iglc3,immunoglobulin lambda constant 3,16,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:96529,Igll1,immunoglobulin lambda-like polypeptide 1,16,,external side of plasma membrane,,,IBA,PTN001510949 ,J:161428 ,external side of plasma membrane
MGI:96545,Il1r1,"interleukin 1 receptor, type I",1,,external side of plasma membrane,,,IDA,,J:190936 ,external side of plasma membrane
MGI:98427,Il1rl1,interleukin 1 receptor-like 1,1,,external side of plasma membrane,,,IDA,,J:151963 ,external side of plasma membrane
MGI:98427,Il1rl1,interleukin 1 receptor-like 1,1,,external side of plasma membrane,is a part of mast cell,,IDA,,J:84889 ,external side of plasma membrane
MGI:98427,Il1rl1,interleukin 1 receptor-like 1,1,,external side of plasma membrane,happens in macrophage,PR:P14719-1,IDA,,J:17250 ,external side of plasma membrane
MGI:98427,Il1rl1,interleukin 1 receptor-like 1,1,,external side of plasma membrane,,,ISO,Q62611 ,J:73065 ,external side of plasma membrane
MGI:96549,Il2ra,"interleukin 2 receptor, alpha chain",2,,external side of plasma membrane,is a part of gamma-delta T cell,,IDA,,J:137854 ,external side of plasma membrane
MGI:96549,Il2ra,"interleukin 2 receptor, alpha chain",2,,external side of plasma membrane,"is a part of femur,is a part of B cell",,IDA,,J:99189 ,external side of plasma membrane
MGI:96549,Il2ra,"interleukin 2 receptor, alpha chain",2,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell",,IDA,,J:17350 J:89322 J:112602 J:118845 ,external side of plasma membrane
MGI:96549,Il2ra,"interleukin 2 receptor, alpha chain",2,,external side of plasma membrane,is a part of T cell,,IDA,,J:14194 J:53400 J:61649 J:64279 J:91939 J:92334 J:92679 J:113553 J:152384 ,external side of plasma membrane
MGI:96549,Il2ra,"interleukin 2 receptor, alpha chain",2,,external side of plasma membrane,,,IDA,,J:34311 J:35057 J:89706 J:96628 J:98417 J:139262 J:140498 J:141227 J:155686 J:172134 J:174697 J:177992 ,external side of plasma membrane
MGI:96549,Il2ra,"interleukin 2 receptor, alpha chain",2,,external side of plasma membrane,"is a part of bone marrow,is a part of B cell",,IDA,,J:29796 ,external side of plasma membrane
MGI:96549,Il2ra,"interleukin 2 receptor, alpha chain",2,,external side of plasma membrane,is a part of thymocyte,,IDA,,J:144049 ,external side of plasma membrane
MGI:96549,Il2ra,"interleukin 2 receptor, alpha chain",2,,external side of plasma membrane,is a part of fibroblast,,IDA,,J:16175 ,external side of plasma membrane
MGI:96549,Il2ra,"interleukin 2 receptor, alpha chain",2,,external side of plasma membrane,"is a part of spleen,is a part of T cell",,IDA,,J:141392 ,external side of plasma membrane
MGI:96550,Il2rb,"interleukin 2 receptor, beta chain",15,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell",,IDA,,J:112602 ,external side of plasma membrane
MGI:96550,Il2rb,"interleukin 2 receptor, beta chain",15,,external side of plasma membrane,is a part of T cell,,IDA,,J:152384 ,external side of plasma membrane
MGI:96550,Il2rb,"interleukin 2 receptor, beta chain",15,,external side of plasma membrane,,,IDA,,J:16175 J:91304 J:140498 J:190936 ,external side of plasma membrane
MGI:96550,Il2rb,"interleukin 2 receptor, beta chain",15,,external side of plasma membrane,is a part of natural killer cell,,IDA,,J:112035 ,external side of plasma membrane
MGI:96551,Il2rg,"interleukin 2 receptor, gamma chain",X,,external side of plasma membrane,is a part of fibroblast,,IDA,,J:16175 ,external side of plasma membrane
MGI:96556,Il4,interleukin 4,11,,external side of plasma membrane,,,IDA,,J:151963 J:160369 J:165919 J:168252 J:175944 ,external side of plasma membrane
MGI:96559,Il6,interleukin 6,5,,external side of plasma membrane,is a part of submandibular gland primordium,,IDA,,J:68367 ,external side of plasma membrane
MGI:96560,Il6st,interleukin 6 signal transducer,13,,external side of plasma membrane,is a part of submandibular gland primordium,,IDA,,J:68367 ,external side of plasma membrane
MGI:96562,Il7r,interleukin 7 receptor,15,,external side of plasma membrane,"is a part of femur,is a part of B cell",,IDA,,J:99189 ,external side of plasma membrane
MGI:96562,Il7r,interleukin 7 receptor,15,,external side of plasma membrane,,,IDA,,J:84890 J:155686 ,external side of plasma membrane
MGI:96562,Il7r,interleukin 7 receptor,15,,external side of plasma membrane,is a part of thymocyte,,IDA,,J:144049 ,external side of plasma membrane
MGI:96562,Il7r,interleukin 7 receptor,15,,external side of plasma membrane,is a part of T cell,,IDA,,J:92679 ,external side of plasma membrane
MGI:104579,Il12rb1,"interleukin 12 receptor, beta 1",8,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell",,IDA,,J:91804 ,external side of plasma membrane
MGI:1270861,Il12rb2,"interleukin 12 receptor, beta 2",6,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell",,IDA,,J:91804 ,external side of plasma membrane
MGI:96541,Il13,interleukin 13,11,,external side of plasma membrane,,,IDA,,J:141227 J:151963 ,external side of plasma membrane
MGI:107364,Il17a,interleukin 17A,1,,external side of plasma membrane,,,IDA,,J:141227 J:157744 J:165738 J:190936 ,external side of plasma membrane
MGI:2180511,Il31ra,interleukin 31 receptor A,13,,external side of plasma membrane,,,IDA,,J:172699 ,external side of plasma membrane
MGI:96575,Insr,insulin receptor,8,,external side of plasma membrane,,,ISO,RGD:2917 ,J:155856 ,external side of plasma membrane
MGI:96599,Itga1,integrin alpha 1,13,,external side of plasma membrane,is a part of fibroblast,,IDA,,J:47279 ,external side of plasma membrane
MGI:96599,Itga1,integrin alpha 1,13,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell|is a part of CD8-positive, alpha-beta T cell",,IDA,,J:113553 ,external side of plasma membrane
MGI:96599,Itga1,integrin alpha 1,13,,external side of plasma membrane,,,ISO,RGD:2923 ,J:155856 ,external side of plasma membrane
MGI:96600,Itga2,integrin alpha 2,13,,external side of plasma membrane,is a part of T cell,,IDA,,J:113553 ,external side of plasma membrane
MGI:96600,Itga2,integrin alpha 2,13,,external side of plasma membrane,is a part of natural killer cell,,IDA,,J:151768 ,external side of plasma membrane
MGI:96600,Itga2,integrin alpha 2,13,,external side of plasma membrane,is a part of lymphocyte,,IDA,,J:87433 ,external side of plasma membrane
MGI:96601,Itga2b,integrin alpha 2b,11,,external side of plasma membrane,is a part of stem cell,,IDA,,J:145577 ,external side of plasma membrane
MGI:96601,Itga2b,integrin alpha 2b,11,,external side of plasma membrane,,,IDA,,J:84599 J:148788 J:160232 ,external side of plasma membrane
MGI:96602,Itga3,integrin alpha 3,11,,external side of plasma membrane,is a part of fibroblast,,IDA,,J:47279 ,external side of plasma membrane
MGI:96603,Itga4,integrin alpha 4,2,,external side of plasma membrane,,,IDA,,J:23140 ,external side of plasma membrane
MGI:96603,Itga4,integrin alpha 4,2,,external side of plasma membrane,is a part of monocyte,,IDA,,J:125138 ,external side of plasma membrane
MGI:96604,Itga5,integrin alpha 5 (fibronectin receptor alpha),15,,external side of plasma membrane,is a part of fibroblast,,IDA,,J:47279 ,external side of plasma membrane
MGI:96604,Itga5,integrin alpha 5 (fibronectin receptor alpha),15,,external side of plasma membrane,is a part of monocyte,,IDA,,J:125138 ,external side of plasma membrane
MGI:96605,Itga6,integrin alpha 6,2,,external side of plasma membrane,,,IDA,,J:148710 J:158532 ,external side of plasma membrane
MGI:96605,Itga6,integrin alpha 6,2,,external side of plasma membrane,is a part of fibroblast,,IDA,,J:47279 ,external side of plasma membrane
MGI:96605,Itga6,integrin alpha 6,2,,external side of plasma membrane,is a part of monocyte,,IDA,,J:125138 ,external side of plasma membrane
MGI:1298377,Itgae,"integrin alpha E, epithelial-associated",11,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell",,IDA,,J:112602 ,external side of plasma membrane
MGI:1298377,Itgae,"integrin alpha E, epithelial-associated",11,,external side of plasma membrane,"is a part of spleen,is a part of T cell",,IDA,,J:141392 ,external side of plasma membrane
MGI:1298377,Itgae,"integrin alpha E, epithelial-associated",11,,external side of plasma membrane,is a part of T cell,,IDA,,J:116306 ,external side of plasma membrane
MGI:1298377,Itgae,"integrin alpha E, epithelial-associated",11,,external side of plasma membrane,,,IDA,,J:190936 ,external side of plasma membrane
MGI:96606,Itgal,integrin alpha L,7,,external side of plasma membrane,is a part of monocyte,,IDA,,J:125138 ,external side of plasma membrane
MGI:96606,Itgal,integrin alpha L,7,,external side of plasma membrane,is a part of myeloid lineage restricted progenitor cell,,IDA,,J:19636 ,external side of plasma membrane
MGI:96607,Itgam,integrin alpha M,7,,external side of plasma membrane,,,IDA,,J:31133 J:31364 J:35057 J:86758 J:141377 J:160232 J:202604 ,external side of plasma membrane
MGI:96607,Itgam,integrin alpha M,7,,external side of plasma membrane,is a part of macrophage,,IDA,,J:89997 ,external side of plasma membrane
MGI:96607,Itgam,integrin alpha M,7,,external side of plasma membrane,is a part of T cell,,IDA,,J:152384 ,external side of plasma membrane
MGI:96607,Itgam,integrin alpha M,7,,external side of plasma membrane,is a part of bone marrow cell,,IDA,,J:89320 J:97945 ,external side of plasma membrane
MGI:96607,Itgam,integrin alpha M,7,,external side of plasma membrane,is a part of myeloid lineage restricted progenitor cell,,IDA,,J:19636 ,external side of plasma membrane
MGI:96607,Itgam,integrin alpha M,7,,external side of plasma membrane,is a part of myeloid cell,,IDA,,J:163607 ,external side of plasma membrane
MGI:96607,Itgam,integrin alpha M,7,,external side of plasma membrane,"is a part of bone marrow,is a part of myeloid cell",,IDA,,J:97996 ,external side of plasma membrane
MGI:96607,Itgam,integrin alpha M,7,,external side of plasma membrane,is a part of monocyte,,IDA,,J:125138 ,external side of plasma membrane
MGI:96607,Itgam,integrin alpha M,7,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell|is a part of CD8-positive, alpha-beta T cell",,IDA,,J:113553 ,external side of plasma membrane
MGI:96608,Itgav,integrin alpha V,2,,external side of plasma membrane,is a part of monocyte,,IDA,,J:125138 ,external side of plasma membrane
MGI:96608,Itgav,integrin alpha V,2,,external side of plasma membrane,is a part of fibroblast,,IDA,,J:47279 ,external side of plasma membrane
MGI:96609,Itgax,integrin alpha X,7,,external side of plasma membrane,,,IDA,,J:86758 J:89706 J:143981 J:146983 ,external side of plasma membrane
MGI:96609,Itgax,integrin alpha X,7,,external side of plasma membrane,is a part of myeloid dendritic cell,,IDA,,J:59927 ,external side of plasma membrane
MGI:96609,Itgax,integrin alpha X,7,,external side of plasma membrane,is a part of dendritic cell,,IDA,,J:87420 J:87421 J:125145 ,external side of plasma membrane
MGI:96609,Itgax,integrin alpha X,7,,external side of plasma membrane,is a part of T cell,,IDA,,J:152384 ,external side of plasma membrane
MGI:96610,Itgb1,integrin beta 1 (fibronectin receptor beta),8,,external side of plasma membrane,is a part of fibroblast,,IDA,,J:47279 ,external side of plasma membrane
MGI:96610,Itgb1,integrin beta 1 (fibronectin receptor beta),8,,external side of plasma membrane,,,IDA,,J:158532 J:163218 ,external side of plasma membrane
MGI:96612,Itgb3,integrin beta 3,11,,external side of plasma membrane,is a part of fibroblast,,IDA,,J:47279 ,external side of plasma membrane
MGI:96612,Itgb3,integrin beta 3,11,,external side of plasma membrane,,,IDA,,J:84599 J:202604 ,external side of plasma membrane
MGI:96615,Itgb6,integrin beta 6,2,,external side of plasma membrane,is a part of fibroblast,,IDA,,J:47279 ,external side of plasma membrane
MGI:104742,Kcnj3,"potassium inwardly-rectifying channel, subfamily J, member 3",2,,external side of plasma membrane,,,ISO,RGD:2958 ,J:155856 ,external side of plasma membrane
MGI:104755,Kcnj5,"potassium inwardly-rectifying channel, subfamily J, member 5",9,,external side of plasma membrane,,,ISO,RGD:61971 ,J:155856 ,external side of plasma membrane
MGI:99923,Kcnma1,"potassium large conductance calcium-activated channel, subfamily M, alpha member 1",14,,external side of plasma membrane,,,IDA,,J:118875 ,external side of plasma membrane
MGI:99923,Kcnma1,"potassium large conductance calcium-activated channel, subfamily M, alpha member 1",14,,external side of plasma membrane,,,ISO,RGD:620715 ,J:155856 ,external side of plasma membrane
MGI:96683,Kdr,kinase insert domain protein receptor,5,,external side of plasma membrane,,,IDA,,J:132871 J:155850 J:160232 ,external side of plasma membrane
MGI:96677,Kit,KIT proto-oncogene receptor tyrosine kinase,5,,external side of plasma membrane,is a part of mast cell,,IDA,,J:84889 J:101855 ,external side of plasma membrane
MGI:96677,Kit,KIT proto-oncogene receptor tyrosine kinase,5,,external side of plasma membrane,is a part of stem cell,,IDA,,J:145577 ,external side of plasma membrane
MGI:96677,Kit,KIT proto-oncogene receptor tyrosine kinase,5,,external side of plasma membrane,is a part of thymocyte,,IDA,,J:144049 ,external side of plasma membrane
MGI:96677,Kit,KIT proto-oncogene receptor tyrosine kinase,5,,external side of plasma membrane,is a part of liver,,IDA,,J:63425 ,external side of plasma membrane
MGI:96677,Kit,KIT proto-oncogene receptor tyrosine kinase,5,,external side of plasma membrane,,,IDA,,J:84599 J:84890 J:89706 J:103896 J:132871 J:155686 J:174203 ,external side of plasma membrane
MGI:96677,Kit,KIT proto-oncogene receptor tyrosine kinase,5,,external side of plasma membrane,"is a part of femur,is a part of B cell",,IDA,,J:99189 ,external side of plasma membrane
MGI:96677,Kit,KIT proto-oncogene receptor tyrosine kinase,5,,external side of plasma membrane,,,ISO,RGD:620568 ,J:155856 ,external side of plasma membrane
MGI:101907,Klra1,"killer cell lectin-like receptor, subfamily A, member 1",6,,external side of plasma membrane,,,IDA,,J:197348 ,external side of plasma membrane
MGI:101907,Klra1,"killer cell lectin-like receptor, subfamily A, member 1",6,,external side of plasma membrane,is a part of natural killer cell,,IDA,,J:86948 J:87433 J:119213 ,external side of plasma membrane
MGI:101904,Klra4,"killer cell lectin-like receptor, subfamily A, member 4",6,,external side of plasma membrane,,,IDA,,J:197348 ,external side of plasma membrane
MGI:101904,Klra4,"killer cell lectin-like receptor, subfamily A, member 4",6,,external side of plasma membrane,is a part of natural killer cell,,IDA,,J:87433 J:119213 ,external side of plasma membrane
MGI:101901,Klra7,"killer cell lectin-like receptor, subfamily A, member 7",6,,external side of plasma membrane,is a part of natural killer cell,,IDA,,J:119213 ,external side of plasma membrane
MGI:107539,Klrb1b,killer cell lectin-like receptor subfamily B member 1B,6,,external side of plasma membrane,,,IDA,,J:54974 J:54975 ,external side of plasma membrane
MGI:107539,Klrb1b,killer cell lectin-like receptor subfamily B member 1B,6,,external side of plasma membrane,is a part of natural killer cell,,IDA,,J:86948 ,external side of plasma membrane
MGI:107538,Klrb1c,killer cell lectin-like receptor subfamily B member 1C,6,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell|is a part of CD8-positive, alpha-beta T cell",,IDA,,J:113553 ,external side of plasma membrane
MGI:107538,Klrb1c,killer cell lectin-like receptor subfamily B member 1C,6,,external side of plasma membrane,is a part of natural killer cell,,IDA,,J:87433 J:88001 J:119213 ,external side of plasma membrane
MGI:107538,Klrb1c,killer cell lectin-like receptor subfamily B member 1C,6,,external side of plasma membrane,,,IDA,,J:2388 J:39748 J:54974 J:54975 J:60915 J:86758 J:89706 J:132871 J:140498 J:155686 J:174553 J:190936 ,external side of plasma membrane
MGI:1336161,Klrc1,"killer cell lectin-like receptor subfamily C, member 1",6,,external side of plasma membrane,,,IDA,,J:87433 J:197348 ,external side of plasma membrane
MGI:1336162,Klrc2,"killer cell lectin-like receptor subfamily C, member 2",6,,external side of plasma membrane,,,IDA,,J:87433 ,external side of plasma membrane
MGI:1929720,Klrc3,"killer cell lectin-like receptor subfamily C, member 3",6,,external side of plasma membrane,,,IDA,,J:87433 ,external side of plasma membrane
MGI:1196275,Klrd1,"killer cell lectin-like receptor, subfamily D, member 1",6,,external side of plasma membrane,is a part of natural killer cell,,IDA,,J:87433 ,external side of plasma membrane
MGI:1196275,Klrd1,"killer cell lectin-like receptor, subfamily D, member 1",6,,external side of plasma membrane,is a part of T cell,,IDA,,J:113553 ,external side of plasma membrane
MGI:2662547,Klre1,killer cell lectin-like receptor family E member 1,6,,external side of plasma membrane,is a part of natural killer cell,,IDA,,J:87433 ,external side of plasma membrane
MGI:1196250,Klrk1,"killer cell lectin-like receptor subfamily K, member 1",6,,external side of plasma membrane,,,IDA,,J:82077 J:87433 J:197348 ,external side of plasma membrane
MGI:1196250,Klrk1,"killer cell lectin-like receptor subfamily K, member 1",6,,external side of plasma membrane,is a part of T cell,,IDA,,J:113553 ,external side of plasma membrane
MGI:1196250,Klrk1,"killer cell lectin-like receptor subfamily K, member 1",6,,external side of plasma membrane,is a part of macrophage,,IDA,,J:88001 ,external side of plasma membrane
MGI:96721,L1cam,L1 cell adhesion molecule,X,,external side of plasma membrane,is a part of granule cell|is a part of neuroblast,,IDA,,J:26606 ,external side of plasma membrane
MGI:96721,L1cam,L1 cell adhesion molecule,X,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell",,IDA,,J:17350 ,external side of plasma membrane
MGI:106588,Lag3,lymphocyte-activation gene 3,6,,external side of plasma membrane,is a part of natural killer cell,,IDA,,J:32509 ,external side of plasma membrane
MGI:106588,Lag3,lymphocyte-activation gene 3,6,,external side of plasma membrane,is a part of T cell,,IDA,,J:80063 ,external side of plasma membrane
MGI:96745,Lamp1,lysosomal-associated membrane protein 1,8,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell|is a part of CD8-positive, alpha-beta T cell",,IDA,,J:113553 ,external side of plasma membrane
MGI:96765,Ldlr,low density lipoprotein receptor,9,,external side of plasma membrane,,,ISO,P01130 ,J:164563 ,external side of plasma membrane
MGI:96778,Lgals3,"lectin, galactose binding, soluble 3",14,,external side of plasma membrane,,,IDA,,J:194920 ,external side of plasma membrane
MGI:96783,Lhcgr,luteinizing hormone/choriogonadotropin receptor,17,,intrinsic component of external side of plasma membrane,,,ISO,RGD:3007 ,J:155856 ,external side of plasma membrane
MGI:95794,Lrp2,low density lipoprotein receptor-related protein 2,2,,external side of plasma membrane,,,IDA,,J:115189 J:243398 ,external side of plasma membrane
MGI:107527,Ly6a,"lymphocyte antigen 6 complex, locus A",15,,external side of plasma membrane,,,IDA,,J:84890 J:132871 J:158532 J:174203 J:174697 ,external side of plasma membrane
MGI:107527,Ly6a,"lymphocyte antigen 6 complex, locus A",15,,external side of plasma membrane,is a part of stem cell,,IDA,,J:145577 ,external side of plasma membrane
MGI:107527,Ly6a,"lymphocyte antigen 6 complex, locus A",15,,external side of plasma membrane,is a part of hematopoietic stem cell,,IDA,,J:129497 J:163607 ,external side of plasma membrane
MGI:96882,Ly6c1,"lymphocyte antigen 6 complex, locus C1",15,,external side of plasma membrane,,,IDA,,J:86758 ,external side of plasma membrane
MGI:109440,Ly6g,"lymphocyte antigen 6 complex, locus G",15,,external side of plasma membrane,is a part of myeloid cell,,IDA,,J:163607 ,external side of plasma membrane
MGI:109440,Ly6g,"lymphocyte antigen 6 complex, locus G",15,,external side of plasma membrane,"is a part of blood,is a part of blood cell",,IDA,,J:63425 ,external side of plasma membrane
MGI:109440,Ly6g,"lymphocyte antigen 6 complex, locus G",15,,external side of plasma membrane,is a part of granulocyte,,IDA,,J:53400 ,external side of plasma membrane
MGI:109440,Ly6g,"lymphocyte antigen 6 complex, locus G",15,,external side of plasma membrane,,,IDA,,J:31364 J:86758 J:89320 J:97945 J:103896 J:141377 J:148788 ,external side of plasma membrane
MGI:2385809,Ly6g5b,"lymphocyte antigen 6 complex, locus G5B",17,colocalizes_with,external side of plasma membrane,,,IDA,,J:242473 ,external side of plasma membrane
MGI:2385809,Ly6g5b,"lymphocyte antigen 6 complex, locus G5B",17,colocalizes_with,external side of plasma membrane,,,ISO,Q8NDX9 ,J:164563 ,external side of plasma membrane
MGI:2148974,Ly6g5c,"lymphocyte antigen 6 complex, locus G5C",17,colocalizes_with,external side of plasma membrane,,,IDA,,J:242473 ,external side of plasma membrane
MGI:2148974,Ly6g5c,"lymphocyte antigen 6 complex, locus G5C",17,colocalizes_with,external side of plasma membrane,,,ISO,Q5SRR4 ,J:164563 ,external side of plasma membrane
MGI:2148930,Ly6g6c,"lymphocyte antigen 6 complex, locus G6C",17,colocalizes_with,external side of plasma membrane,,,IDA,,J:242473 ,external side of plasma membrane
MGI:2148930,Ly6g6c,"lymphocyte antigen 6 complex, locus G6C",17,colocalizes_with,external side of plasma membrane,,,ISO,O95867 ,J:164563 ,external side of plasma membrane
MGI:2148931,Ly6g6d,"lymphocyte antigen 6 complex, locus G6D",17,colocalizes_with,external side of plasma membrane,,,IDA,,J:242473 ,external side of plasma membrane
MGI:2148931,Ly6g6d,"lymphocyte antigen 6 complex, locus G6D",17,colocalizes_with,external side of plasma membrane,,,ISO,O95868 ,J:164563 ,external side of plasma membrane
MGI:106662,Ly75,lymphocyte antigen 75,2,,external side of plasma membrane,is a part of leukocyte,,IDA,,J:163829 ,external side of plasma membrane
MGI:106662,Ly75,lymphocyte antigen 75,2,,external side of plasma membrane,is a part of plasmacytoid dendritic cell,,IDA,,J:59927 ,external side of plasma membrane
MGI:106910,Ly76,lymphocyte antigen 76,UN,,external side of plasma membrane,,,IDA,,J:31364 J:84890 J:97945 J:103896 J:132871 J:160232 J:163754 J:202604 ,external side of plasma membrane
MGI:106910,Ly76,lymphocyte antigen 76,UN,,external side of plasma membrane,"is a part of liver,is a part of blood cell|is a part of blood,is a part of blood cell",,IDA,,J:63425 ,external side of plasma membrane
MGI:106910,Ly76,lymphocyte antigen 76,UN,,external side of plasma membrane,is a part of erythrocyte,,IDA,,J:53400 J:89319 J:89320 ,external side of plasma membrane
MGI:1346876,Map3k5,mitogen-activated protein kinase kinase kinase 5,10,,external side of plasma membrane,,,ISO,RGD:1306565 ,J:155856 ,external side of plasma membrane
MGI:1933966,Mcam,melanoma cell adhesion molecule,9,,external side of plasma membrane,,,ISO,P43121 ,J:164563 ,external side of plasma membrane
MGI:102768,Mfge8,milk fat globule-EGF factor 8 protein,7,,external side of plasma membrane,,,IDA,,J:86691 ,external side of plasma membrane
MGI:2179988,Mill1,MHC I like leukocyte 1,7,,anchored component of external side of plasma membrane,,,IDA,,J:139545 ,external side of plasma membrane
MGI:2179989,Mill2,MHC I like leukocyte 2,7,,anchored component of external side of plasma membrane,,,IDA,,J:139545 ,external side of plasma membrane
MGI:88321,Ms4a1,"membrane-spanning 4-domains, subfamily A, member 1",19,,external side of plasma membrane,is a part of T cell,,IDA,,J:152384 ,external side of plasma membrane
MGI:95495,Ms4a2,"membrane-spanning 4-domains, subfamily A, member 2",19,,external side of plasma membrane,is a part of mast cell,,IDA,,J:88051 ,external side of plasma membrane
MGI:95495,Ms4a2,"membrane-spanning 4-domains, subfamily A, member 2",19,,external side of plasma membrane,,,IDA,,J:31359 ,external side of plasma membrane
MGI:1920982,Muc16,mucin 16,9,,external side of plasma membrane,"is a part of ovary,is a part of epithelial cell",,IDA,,J:141839 ,external side of plasma membrane
MGI:103581,Musk,"muscle, skeletal, receptor tyrosine kinase",4,,external side of plasma membrane,,,ISO,RGD:3211 ,J:155856 ,external side of plasma membrane
MGI:97281,Ncam1,neural cell adhesion molecule 1,9,,external side of plasma membrane,is a part of granule cell|is a part of neuroblast,,IDA,,J:26606 ,external side of plasma membrane
